ano,municipio,cultura,area_plantada_ha,precipitacao_mm,temp_media_c,rendimento_kg_ha,producao_t
2011,Campo Erê,Milho,7560,1532.9,18.7,5588.6,42249.56
2011,Campo Erê,Milho,4788,2036.8,23.7,4878.0,23355.68
2011,Campo Erê,Milho,317,1252.4,21.2,5385.8,1707.29
2011,Campo Erê,Milho,6086,1674.2,25.1,5346.3,32537.46
2011,Campo Erê,Trigo,4038,1410.5,29.8,2261.9,9133.35
2011,Campo Erê,Trigo,4577,2265.9,23.3,2397.9,10975.13
2011,Campo Erê,Trigo,4200,820.0,20.8,2131.1,8950.45
2011,Campo Erê,Trigo,5287,2179.3,18.3,2606.3,13779.76
2011,Campo Erê,Trigo,5587,1652.4,20.9,2901.4,16209.97
2011,Campo Erê,Trigo,5566,1739.8,20.0,2459.2,13687.63
2011,Campo Erê,Arroz,4615,2183.7,20.3,5519.3,25471.38
2011,Campo Erê,Arroz,3073,1406.7,14.2,5241.6,16107.38
2011,Campo Erê,Arroz,1787,1994.3,22.5,6102.4,10904.93
2011,Campo Erê,Arroz,5591,1347.8,26.9,5865.8,32795.91
2011,Campo Erê,Arroz,5046,1980.4,22.7,6138.1,30972.88
2011,Campo Erê,Arroz,4801,2218.6,18.7,5623.2,26997.12
2011,Campo Erê,Feijão,7220,1845.0,21.6,1585.7,11448.86
2011,Campo Erê,Feijão,2117,1772.0,16.0,1435.2,3038.32
2011,Campo Erê,Feijão,2014,2164.1,25.2,1318.2,2654.89
2011,Campo Erê,Feijão,2365,1736.4,17.9,1420.5,3359.4
2011,Campo Erê,Feijão,2417,1870.4,20.3,1429.2,3454.3
2011,Campo Erê,Feijão,6217,1826.1,21.1,1298.7,8073.72
2011,Campo Erê,Mandioca,4865,1923.6,22.8,13252.3,64472.49
2011,Campo Erê,Mandioca,1503,1716.1,18.8,12823.6,19273.92
2011,Campo Erê,Mandioca,1815,1282.0,16.6,14635.1,26562.77
2011,Campo Erê,Mandioca,6205,1640.8,20.8,14261.4,88491.91
2011,Campo Erê,Mandioca,7876,3214.1,19.3,12722.6,100203.33
2011,Campo Erê,Mandioca,3630,752.4,25.8,13248.4,48091.86
2011,Campo Erê,Cana-de-açúcar,3129,1466.8,25.0,75949.6,237646.22
2011,Campo Erê,Cana-de-açúcar,2165,1397.7,25.4,72108.6,156115.15
2011,Campo Erê,Cana-de-açúcar,299,1966.2,20.8,79518.4,23776.01
2011,Campo Erê,Cana-de-açúcar,2121,1466.2,16.8,69922.7,148305.95
2011,Campo Erê,Cana-de-açúcar,3248,1272.1,21.2,70420.0,228724.13
2011,Campo Erê,Cana-de-açúcar,523,2558.9,21.8,79932.0,41804.42
2011,Campo Erê,Café,6943,1166.7,19.9,1475.4,10244.04
2011,Campo Erê,Café,950,1405.0,26.0,1349.1,1281.64
2011,Campo Erê,Café,1042,2062.3,20.6,1710.6,1782.47
2011,Campo Erê,Café,3000,2100.7,11.9,1548.5,4645.36
2011,Campo Erê,Café,6806,1370.8,20.8,1449.6,9866.25
2011,Campo Erê,Café,783,1869.9,20.6,2022.5,1583.64
2011,Campo Erê,Algodão,4731,1284.6,24.0,3746.0,17722.32
2011,Campo Erê,Algodão,4926,1921.5,22.3,4161.5,20499.47
2011,Campo Erê,Algodão,5500,1570.1,24.1,3796.1,20878.77
2011,Campo Erê,Algodão,4366,1682.3,20.0,3939.8,17201.08
2011,Campo Erê,Algodão,6679,1978.1,26.2,3267.2,21821.39
2011,Campo Erê,Algodão,4000,2040.8,22.5,3983.0,15932.19
2011,Campo Erê,Girassol,7825,1487.4,21.1,1933.8,15132.07
2011,Campo Erê,Girassol,3610,2023.5,25.4,1819.6,6568.81
2011,Campo Erê,Girassol,6347,1981.6,22.4,1962.0,12452.5
2011,Campo Erê,Girassol,1300,1926.6,22.1,1977.5,2570.79
2011,Campo Erê,Girassol,1213,1108.8,24.9,1517.0,1840.16
2011,Campo Erê,Girassol,7617,1100.2,22.8,1581.7,12047.72
2011,São José do Cedro,Soja,5464,1971.6,23.8,3068.7,16767.63
2011,São José do Cedro,Soja,6860,2671.5,22.4,2955.2,20272.39
2011,São José do Cedro,Soja,7624,1423.5,20.3,3520.2,26838.16
2011,São José do Cedro,Soja,4246,2181.9,23.0,2878.6,12222.66
2011,São José do Cedro,Soja,3536,2405.6,19.8,3594.9,12711.7
2011,São José do Cedro,Soja,522,1725.3,21.5,3055.5,1594.98
2011,São José do Cedro,Milho,2011,525.1,21.7,5125.5,10307.44
2011,São José do Cedro,Milho,1230,2363.2,21.1,5121.3,6299.26
2011,São José do Cedro,Milho,4909,2164.3,20.3,5414.4,26579.45
2011,São José do Cedro,Milho,6884,2054.0,23.6,5114.8,35210.01
2011,São José do Cedro,Milho,1876,2093.8,25.5,5694.8,10683.49
2011,São José do Cedro,Milho,7875,1749.7,19.6,5787.9,45579.54
2011,São José do Cedro,Trigo,6464,2569.9,21.0,2645.3,17098.92
2011,São José do Cedro,Trigo,858,2282.5,22.8,2735.4,2346.97
2011,São José do Cedro,Trigo,1127,1550.7,22.8,2621.0,2953.89
2011,São José do Cedro,Trigo,7539,1727.1,20.1,2880.3,21714.51
2011,São José do Cedro,Trigo,4894,850.5,22.2,2601.9,12733.57
2011,São José do Cedro,Trigo,4849,1284.9,14.5,2371.7,11500.17
2011,São José do Cedro,Arroz,3140,1737.1,24.8,5917.0,18579.28
2011,São José do Cedro,Arroz,3145,1947.8,21.4,6340.7,19941.4
2011,São José do Cedro,Arroz,1779,2365.5,21.9,5676.0,10097.53
2011,São José do Cedro,Arroz,5179,1186.1,23.8,5499.5,28481.83
2011,São José do Cedro,Arroz,7306,1595.3,18.1,5629.0,41125.61
2011,São José do Cedro,Arroz,2869,2025.8,25.5,5581.8,16014.22
2011,São José do Cedro,Feijão,3361,2372.7,15.6,1116.0,3751.04
2011,São José do Cedro,Feijão,1222,2578.0,22.7,1191.4,1455.89
2011,São José do Cedro,Feijão,5450,1674.9,26.2,1458.8,7950.35
2011,São José do Cedro,Feijão,5629,1202.5,23.2,1247.4,7021.67
2011,São José do Cedro,Feijão,4385,2318.2,21.1,1280.6,5615.42
2011,São José do Cedro,Feijão,302,2556.9,22.2,1333.8,402.82
2011,São José do Cedro,Mandioca,6061,2663.4,25.2,14473.3,87722.46
2011,São José do Cedro,Mandioca,3817,1464.2,22.3,14920.7,56952.39
2011,São José do Cedro,Mandioca,6094,1627.8,17.4,12893.5,78572.87
2011,São José do Cedro,Mandioca,5595,2159.0,23.5,13548.7,75805.21
2011,São José do Cedro,Mandioca,3853,2000.2,27.7,13123.3,50564.25
2011,São José do Cedro,Mandioca,6174,1007.7,17.4,12680.8,78291.03
2011,São José do Cedro,Cana-de-açúcar,5405,2408.8,21.5,80433.9,434745.09
2011,São José do Cedro,Cana-de-açúcar,2286,1930.7,21.2,72851.4,166538.21
2011,São José do Cedro,Cana-de-açúcar,5203,1688.3,21.6,78548.9,408689.88
2011,São José do Cedro,Cana-de-açúcar,1893,1738.3,20.6,76091.3,144040.78
2011,São José do Cedro,Cana-de-açúcar,6964,1680.7,27.1,67999.9,473551.54
2011,São José do Cedro,Cana-de-açúcar,1145,1198.5,17.9,73458.7,84110.26
2011,São José do Cedro,Café,876,1804.6,26.1,1671.8,1464.45
2011,São José do Cedro,Café,7436,2677.4,20.0,1532.0,11392.12
2011,São José do Cedro,Café,1366,698.0,20.6,1570.7,2145.57
2011,São José do Cedro,Café,4404,2557.7,18.6,1293.6,5697.04
2011,São José do Cedro,Café,1070,1382.7,21.6,1688.9,1807.14
2011,São José do Cedro,Café,3803,2289.1,21.0,1689.1,6423.68
2011,São José do Cedro,Algodão,5427,1471.5,16.8,4061.3,22040.81
2011,São José do Cedro,Algodão,4739,2057.9,25.6,3541.2,16781.6
2011,São José do Cedro,Algodão,1748,1711.1,15.5,4020.3,7027.56
2011,São José do Cedro,Algodão,5309,1879.1,24.8,3764.3,19984.72
2011,São José do Cedro,Algodão,1487,2276.9,21.0,3946.1,5867.78
2011,São José do Cedro,Algodão,4913,2005.6,20.1,3570.9,17543.85
2011,São José do Cedro,Girassol,5278,2082.7,26.6,1911.3,10087.77
2011,São José do Cedro,Girassol,4814,2231.3,20.9,1876.2,9031.84
2011,São José do Cedro,Girassol,1545,1740.6,19.6,1777.5,2746.31
2011,São José do Cedro,Girassol,1233,2242.1,25.2,1823.9,2248.9
2011,São José do Cedro,Girassol,2641,1909.0,22.8,2053.2,5422.49
2011,São José do Cedro,Girassol,469,2784.6,26.4,1633.5,766.13
2011,Dionísio Cerqueira,Soja,6505,1771.1,20.9,3358.0,21843.86
2011,Dionísio Cerqueira,Soja,7971,1738.8,26.5,3239.5,25822.31
2011,Dionísio Cerqueira,Soja,1623,2365.9,27.1,2931.2,4757.41
2011,Dionísio Cerqueira,Soja,4497,1439.0,20.2,3209.4,14432.66
2011,Dionísio Cerqueira,Soja,5154,1614.8,20.9,3373.9,17389.08
2011,Dionísio Cerqueira,Soja,226,1910.0,19.5,3213.4,726.23
2011,Dionísio Cerqueira,Milho,6188,1563.9,18.4,5095.1,31528.72
2011,Dionísio Cerqueira,Milho,102,1732.3,22.9,5643.5,575.64
2011,Dionísio Cerqueira,Milho,4350,1781.6,24.8,5501.0,23929.29
2011,Dionísio Cerqueira,Milho,7455,1744.8,15.6,5913.5,44084.86
2011,Dionísio Cerqueira,Milho,4785,2121.3,19.7,5140.8,24598.57
2011,Dionísio Cerqueira,Milho,1574,2421.5,26.4,5360.8,8437.92
2011,Dionísio Cerqueira,Trigo,5717,2304.9,23.1,2664.8,15234.55
2011,Dionísio Cerqueira,Trigo,2008,1750.8,18.7,2535.7,5091.71
2011,Dionísio Cerqueira,Trigo,7144,2177.4,23.7,2476.9,17695.29
2011,Dionísio Cerqueira,Trigo,1475,2490.2,22.8,2587.8,3817.07
2011,Dionísio Cerqueira,Trigo,2354,1458.8,23.5,2731.9,6430.97
2011,Dionísio Cerqueira,Trigo,7946,2330.3,19.9,2956.0,23488.19
2011,Dionísio Cerqueira,Arroz,2547,1093.3,22.7,5280.2,13448.79
2011,Dionísio Cerqueira,Arroz,1771,1512.6,22.6,5579.4,9881.16
2011,Dionísio Cerqueira,Arroz,5055,2122.3,24.3,5538.2,27995.35
2011,Dionísio Cerqueira,Arroz,7153,1950.4,23.6,5455.5,39023.18
2011,Dionísio Cerqueira,Arroz,6129,2168.1,24.4,5802.2,35561.46
2011,Dionísio Cerqueira,Arroz,1627,1387.8,22.9,6091.9,9911.47
2011,Dionísio Cerqueira,Feijão,2780,2595.8,24.5,1185.7,3296.2
2011,Dionísio Cerqueira,Feijão,1727,1040.3,22.2,1331.2,2299.04
2011,Dionísio Cerqueira,Feijão,6358,2464.3,26.1,1286.5,8179.26
2011,Dionísio Cerqueira,Feijão,6526,1800.5,25.0,1377.8,8991.75
2011,Dionísio Cerqueira,Feijão,7936,1235.7,24.5,1406.8,11164.22
2011,Dionísio Cerqueira,Feijão,3410,1789.7,17.7,1250.4,4263.73
2011,Dionísio Cerqueira,Mandioca,2925,1438.5,23.1,12345.6,36110.85
2011,Dionísio Cerqueira,Mandioca,7665,2445.9,29.4,11979.8,91825.44
2011,Dionísio Cerqueira,Mandioca,3202,2092.0,19.2,11714.4,37509.35
2011,Dionísio Cerqueira,Mandioca,6425,1663.0,25.1,14159.1,90972.44
2011,Dionísio Cerqueira,Mandioca,2841,1999.4,19.5,12233.9,34756.48
2011,Dionísio Cerqueira,Mandioca,5383,2275.8,19.6,15462.3,83233.74
2011,Dionísio Cerqueira,Cana-de-açúcar,1950,1368.0,22.0,76772.3,149705.89
2011,Dionísio Cerqueira,Cana-de-açúcar,1912,1530.1,23.7,70616.8,135019.29
2011,Dionísio Cerqueira,Cana-de-açúcar,736,1798.3,23.8,73616.5,54181.76
2011,Dionísio Cerqueira,Cana-de-açúcar,6613,1639.8,21.1,74198.2,490672.93
2011,Dionísio Cerqueira,Cana-de-açúcar,5317,2031.1,21.6,70303.9,373805.93
2011,Dionísio Cerqueira,Cana-de-açúcar,3109,1521.1,26.4,83081.9,258301.51
2011,Dionísio Cerqueira,Café,5549,1812.7,25.7,1752.7,9725.72
2011,Dionísio Cerqueira,Café,2111,1699.7,20.4,1699.1,3586.9
2011,Dionísio Cerqueira,Café,7542,1625.1,20.8,1764.9,13311.06
2011,Dionísio Cerqueira,Café,1391,1983.6,22.2,1834.5,2551.73
2011,Dionísio Cerqueira,Café,1080,1870.6,22.0,1776.0,1918.09
2011,Dionísio Cerqueira,Café,5547,2385.3,22.3,1827.8,10138.81
2011,Dionísio Cerqueira,Algodão,3062,1586.2,16.4,3871.7,11855.13
2011,Dionísio Cerqueira,Algodão,7930,958.8,17.4,3812.0,30229.27
2011,Dionísio Cerqueira,Algodão,3832,1772.5,22.0,4367.6,16736.71
2011,Dionísio Cerqueira,Algodão,362,2547.7,20.8,3904.5,1413.44
2011,Dionísio Cerqueira,Algodão,3712,1211.8,18.8,3316.7,12311.65
2011,Dionísio Cerqueira,Algodão,2098,1668.4,19.3,3449.2,7236.34
2011,Dionísio Cerqueira,Girassol,2522,2161.5,24.1,1716.3,4328.46
2011,Dionísio Cerqueira,Girassol,2341,857.7,23.3,1658.0,3881.29
2011,Dionísio Cerqueira,Girassol,1684,1565.8,27.2,2071.0,3487.57
2011,Dionísio Cerqueira,Girassol,153,1093.9,22.4,1871.3,286.3
2011,Dionísio Cerqueira,Girassol,2951,1508.4,20.1,1851.0,5462.36
2011,Dionísio Cerqueira,Girassol,7982,1766.7,22.1,1758.4,14035.8
2011,Chapecó,Soja,3265,1800.2,22.2,3335.6,10890.59
2011,Chapecó,Soja,5181,2001.5,17.6,3104.9,16086.72
2011,Chapecó,Soja,1493,1374.2,17.6,3405.1,5083.81
2011,Chapecó,Soja,2401,1369.1,20.8,3088.3,7415.06
2011,Chapecó,Soja,5545,1281.8,19.9,3045.9,16889.67
2011,Chapecó,Soja,6812,1801.3,21.3,3286.5,22387.41
2011,Chapecó,Milho,1037,2037.3,27.8,4991.5,5176.21
2011,Chapecó,Milho,5733,1222.2,28.8,5677.1,32546.82
2011,Chapecó,Milho,5752,1560.2,21.4,5824.6,33503.35
2011,Chapecó,Milho,6008,775.1,18.8,5315.1,31932.92
2011,Chapecó,Milho,3260,1673.5,19.8,4811.9,15686.63
2011,Chapecó,Milho,6375,2364.5,22.8,5930.8,37808.78
2011,Chapecó,Trigo,7241,1351.2,16.2,2559.3,18532.12
2011,Chapecó,Trigo,3167,1832.4,18.2,3069.7,9721.71
2011,Chapecó,Trigo,5321,2504.0,20.4,2902.2,15442.36
2011,Chapecó,Trigo,270,1502.1,21.4,2885.7,779.13
2011,Chapecó,Trigo,7959,2131.2,23.7,2643.9,21042.65
2011,Chapecó,Trigo,2476,1889.6,21.6,2780.4,6884.26
2011,Chapecó,Arroz,691,2170.8,20.9,6362.1,4396.24
2011,Chapecó,Arroz,3504,2057.8,19.8,6348.4,22244.78
2011,Chapecó,Arroz,7121,2264.0,23.7,6256.3,44550.94
2011,Chapecó,Arroz,3008,1313.3,25.2,5603.3,16854.74
2011,Chapecó,Arroz,4038,2295.1,23.5,5390.8,21767.89
2011,Chapecó,Arroz,6575,1851.3,20.1,5861.0,38535.93
2011,Chapecó,Feijão,4774,1594.8,21.2,1400.0,6683.76
2011,Chapecó,Feijão,2732,1904.4,21.1,1425.5,3894.55
2011,Chapecó,Feijão,3869,2166.3,26.0,1574.4,6091.33
2011,Chapecó,Feijão,103,2106.9,18.7,1363.4,140.43
2011,Chapecó,Feijão,821,1335.6,21.8,1511.6,1240.98
2011,Chapecó,Feijão,6881,1635.3,22.6,1417.0,9750.56
2011,Chapecó,Mandioca,3570,1888.0,19.9,13502.7,48204.48
2011,Chapecó,Mandioca,7064,1177.7,20.4,15186.2,107275.26
2011,Chapecó,Mandioca,6896,2055.1,24.9,13190.2,90959.93
2011,Chapecó,Mandioca,1154,2498.6,25.0,14028.9,16189.38
2011,Chapecó,Mandioca,2746,2059.6,24.1,11732.3,32216.88
2011,Chapecó,Mandioca,5899,1793.4,19.0,12921.0,76221.07
2011,Chapecó,Cana-de-açúcar,4844,1817.7,26.0,82245.2,398395.67
2011,Chapecó,Cana-de-açúcar,4110,1870.1,23.8,74519.9,306276.59
2011,Chapecó,Cana-de-açúcar,5395,961.6,24.3,70409.0,379856.29
2011,Chapecó,Cana-de-açúcar,4572,1677.2,21.6,74165.0,339082.34
2011,Chapecó,Cana-de-açúcar,369,1933.3,23.8,72430.2,26726.75
2011,Chapecó,Cana-de-açúcar,7589,2318.8,25.6,80509.8,610988.98
2011,Chapecó,Café,1143,1389.8,27.2,1711.8,1956.55
2011,Chapecó,Café,6678,1383.9,19.0,1671.9,11164.67
2011,Chapecó,Café,1956,2202.4,14.4,1433.4,2803.82
2011,Chapecó,Café,5256,905.4,26.4,1401.8,7367.92
2011,Chapecó,Café,5814,1062.5,26.7,1365.5,7939.3
2011,Chapecó,Café,5306,1440.1,20.1,1551.9,8234.19
2011,Chapecó,Algodão,4028,2074.8,21.0,3718.3,14977.21
2011,Chapecó,Algodão,3914,1840.7,20.9,3842.0,15037.75
2011,Chapecó,Algodão,6169,2191.6,23.7,3974.6,24519.31
2011,Chapecó,Algodão,7470,1867.9,20.8,4129.4,30846.87
2011,Chapecó,Algodão,4552,2016.9,19.0,4268.5,19430.08
2011,Chapecó,Algodão,2643,789.1,17.4,3804.2,10054.47
2011,Chapecó,Girassol,5898,2996.8,23.4,1634.7,9641.51
2011,Chapecó,Girassol,7261,2491.4,20.0,1727.9,12546.11
2011,Chapecó,Girassol,2510,1671.5,19.9,1872.7,4700.37
2011,Chapecó,Girassol,1744,1328.0,21.2,1767.4,3082.34
2011,Chapecó,Girassol,4536,1793.3,24.5,1970.2,8937.04
2011,Chapecó,Girassol,3824,2438.2,24.8,1741.8,6660.74
2011,Xaxim,Soja,2877,2155.2,21.6,3483.3,10021.59
2011,Xaxim,Soja,6727,2874.5,21.3,3176.8,21370.27
2011,Xaxim,Soja,1098,1360.1,26.7,3009.1,3303.98
2011,Xaxim,Soja,2613,1613.7,27.6,2583.7,6751.17
2011,Xaxim,Soja,3351,975.2,20.9,3004.7,10068.72
2011,Xaxim,Soja,6340,1173.3,21.7,2928.1,18564.39
2011,Xaxim,Milho,5227,2145.0,22.0,5006.3,26167.82
2011,Xaxim,Milho,4367,654.1,25.4,4849.2,21176.31
2011,Xaxim,Milho,754,2135.3,20.8,5121.0,3861.25
2011,Xaxim,Milho,5085,2228.4,25.2,5169.0,26284.51
2011,Xaxim,Milho,2621,1693.8,24.1,5354.5,14034.15
2011,Xaxim,Milho,6435,2221.3,16.6,5101.7,32829.19
2011,Xaxim,Trigo,512,1444.9,23.8,2962.0,1516.55
2011,Xaxim,Trigo,5021,1917.6,27.3,2528.4,12695.11
2011,Xaxim,Trigo,5052,918.2,19.8,2643.8,13356.37
2011,Xaxim,Trigo,7519,3124.6,16.5,2212.1,16632.74
2011,Xaxim,Trigo,1518,2519.6,21.2,2491.1,3781.48
2011,Xaxim,Trigo,4177,2595.8,20.7,2464.0,10292.24
2011,Xaxim,Arroz,7199,1948.7,24.5,5829.8,41968.45
2011,Xaxim,Arroz,5771,1528.1,24.8,5668.9,32715.04
2011,Xaxim,Arroz,792,2338.5,19.5,5881.3,4657.97
2011,Xaxim,Arroz,2307,2536.1,19.4,5733.9,13228.18
2011,Xaxim,Arroz,5467,2932.0,20.2,5543.7,30307.6
2011,Xaxim,Arroz,6721,1911.5,25.8,5619.0,37765.43
2011,Xaxim,Feijão,6905,1598.5,23.1,1472.9,10170.16
2011,Xaxim,Feijão,4070,1369.1,25.2,1232.7,5017.27
2011,Xaxim,Feijão,5031,1294.2,18.4,1256.7,6322.35
2011,Xaxim,Feijão,3208,1138.6,23.5,1330.4,4267.86
2011,Xaxim,Feijão,7874,1712.4,23.2,1373.8,10817.18
2011,Xaxim,Feijão,1686,1912.4,26.9,1202.8,2027.99
2011,Xaxim,Mandioca,3722,2010.4,21.6,14267.4,53103.1
2011,Xaxim,Mandioca,2106,1304.2,19.2,14239.7,29988.77
2011,Xaxim,Mandioca,5312,2571.6,23.0,13052.7,69336.11
2011,Xaxim,Mandioca,1146,1997.3,23.8,13295.8,15236.94
2011,Xaxim,Mandioca,3411,1020.4,22.3,12240.2,41751.31
2011,Xaxim,Mandioca,146,1678.9,22.3,13798.7,2014.61
2011,Xaxim,Cana-de-açúcar,7611,1404.1,27.0,72159.5,549205.96
2011,Xaxim,Cana-de-açúcar,4388,1553.4,23.4,78921.8,346308.67
2011,Xaxim,Cana-de-açúcar,1104,1430.8,20.5,79206.9,87444.45
2011,Xaxim,Cana-de-açúcar,3467,1948.4,20.9,76007.6,263518.41
2011,Xaxim,Cana-de-açúcar,2425,2074.1,24.6,82292.4,199559.07
2011,Xaxim,Cana-de-açúcar,5560,1230.3,21.4,74647.1,415037.88
2011,Xaxim,Café,3387,1721.6,18.9,1708.4,5786.48
2011,Xaxim,Café,5434,1397.5,27.2,1612.6,8762.65
2011,Xaxim,Café,6480,1204.3,17.3,1461.0,9467.51
2011,Xaxim,Café,260,1520.3,22.7,1732.7,450.49
2011,Xaxim,Café,70,2169.2,24.2,1649.2,115.45
2011,Xaxim,Café,157,1661.2,24.3,1922.4,301.81
2011,Xaxim,Algodão,2873,1770.9,22.3,4004.4,11504.67
2011,Xaxim,Algodão,2717,2230.2,24.7,3503.4,9518.61
2011,Xaxim,Algodão,5573,1999.8,25.2,3963.3,22087.24
2011,Xaxim,Algodão,5889,1921.8,23.0,4203.8,24756.36
2011,Xaxim,Algodão,756,1982.2,23.1,3954.7,2989.78
2011,Xaxim,Algodão,1744,2610.3,23.2,4017.8,7007.05
2011,Xaxim,Girassol,1239,2342.2,16.5,1606.6,1990.52
2011,Xaxim,Girassol,2459,1252.9,23.3,1981.8,4873.17
2011,Xaxim,Girassol,2856,2022.4,17.2,1620.9,4629.23
2011,Xaxim,Girassol,467,1837.5,23.5,2010.3,938.83
2011,Xaxim,Girassol,5086,3327.4,22.9,1520.0,7730.62
2011,Xaxim,Girassol,837,2365.9,22.0,1983.3,1659.98
2011,Xanxerê,Soja,7020,2398.8,20.2,3120.1,21903.28
2011,Xanxerê,Soja,2339,1724.8,21.6,3531.4,8260.04
2011,Xanxerê,Soja,2896,1937.9,14.7,2745.4,7950.63
2011,Xanxerê,Soja,6913,1661.9,20.4,3268.1,22592.46
2011,Xanxerê,Soja,7073,1382.7,20.5,3173.8,22448.38
2011,Xanxerê,Soja,7880,1311.8,17.5,3280.4,25849.17
2011,Xanxerê,Milho,3298,1556.7,23.1,5056.6,16676.75
2011,Xanxerê,Milho,1080,2282.0,21.2,5074.0,5479.88
2011,Xanxerê,Milho,6024,2176.6,28.7,5027.5,30285.67
2011,Xanxerê,Milho,5522,2032.1,22.7,5471.8,30215.04
2011,Xanxerê,Milho,5391,968.6,23.2,5513.9,29725.48
2011,Xanxerê,Milho,7273,1311.2,23.0,5326.7,38741.44
2011,Xanxerê,Trigo,1916,2432.5,26.1,2339.4,4482.38
2011,Xanxerê,Trigo,4340,1184.0,25.9,2611.7,11334.61
2011,Xanxerê,Trigo,244,1232.8,19.0,2627.9,641.2
2011,Xanxerê,Trigo,4965,1941.9,22.2,2750.0,13653.61
2011,Xanxerê,Trigo,4266,2160.4,25.0,2432.6,10377.5
2011,Xanxerê,Trigo,7024,2274.8,22.6,2652.8,18633.34
2011,Xanxerê,Arroz,1747,1375.9,23.3,5243.3,9160.0
2011,Xanxerê,Arroz,2900,2078.0,20.3,5746.5,16664.71
2011,Xanxerê,Arroz,717,1969.2,20.3,5830.0,4180.1
2011,Xanxerê,Arroz,2336,1140.3,20.3,6389.3,14925.42
2011,Xanxerê,Arroz,6991,1484.5,23.1,5287.5,36964.79
2011,Xanxerê,Arroz,6390,1644.1,26.4,5810.5,37129.07
2011,Xanxerê,Feijão,1613,1460.0,21.0,1442.4,2326.52
2011,Xanxerê,Feijão,4960,1381.3,23.0,1371.7,6803.85
2011,Xanxerê,Feijão,3325,2453.2,21.8,1375.3,4572.95
2011,Xanxerê,Feijão,921,1988.6,21.7,1451.9,1337.21
2011,Xanxerê,Feijão,2197,1534.9,23.5,1326.2,2913.72
2011,Xanxerê,Feijão,1140,1659.3,25.3,1377.5,1570.4
2011,Xanxerê,Mandioca,2718,2195.4,20.6,14475.5,39344.53
2011,Xanxerê,Mandioca,7065,1663.5,22.0,12606.5,89064.99
2011,Xanxerê,Mandioca,395,1395.6,21.3,14037.9,5544.98
2011,Xanxerê,Mandioca,2669,2261.0,21.5,13448.8,35894.82
2011,Xanxerê,Mandioca,6106,1866.4,20.8,14213.1,86785.29
2011,Xanxerê,Mandioca,5998,1572.5,20.8,14610.5,87633.89
2011,Xanxerê,Cana-de-açúcar,5447,1559.2,17.4,76482.8,416601.98
2011,Xanxerê,Cana-de-açúcar,5630,1893.4,26.4,73031.7,411168.61
2011,Xanxerê,Cana-de-açúcar,7768,2151.3,22.9,76303.5,592725.83
2011,Xanxerê,Cana-de-açúcar,2936,2505.7,17.4,78641.6,230891.73
2011,Xanxerê,Cana-de-açúcar,6016,1561.2,21.2,80486.7,484207.83
2011,Xanxerê,Cana-de-açúcar,5785,1655.2,24.0,65703.9,380096.91
2011,Xanxerê,Café,4270,2165.4,18.9,1630.4,6961.97
2011,Xanxerê,Café,7994,2522.9,21.3,1796.3,14359.9
2011,Xanxerê,Café,2835,1622.9,18.9,1574.7,4464.31
2011,Xanxerê,Café,7270,1744.1,19.6,1773.4,12892.62
2011,Xanxerê,Café,4760,2245.1,22.0,1598.3,7607.75
2011,Xanxerê,Café,6666,1824.9,16.5,1593.0,10619.08
2011,Xanxerê,Algodão,437,1890.7,26.3,3429.8,1498.82
2011,Xanxerê,Algodão,7691,1604.0,17.8,3945.0,30341.05
2011,Xanxerê,Algodão,4270,2208.5,21.2,3759.9,16054.9
2011,Xanxerê,Algodão,3936,1753.8,27.1,3871.7,15238.92
2011,Xanxerê,Algodão,4052,2415.3,22.6,3545.0,14364.35
2011,Xanxerê,Algodão,4586,1358.6,19.8,3875.1,17771.36
2011,Xanxerê,Girassol,7889,2399.4,21.8,1907.2,15045.65
2011,Xanxerê,Girassol,185,1416.4,24.3,1953.9,361.46
2011,Xanxerê,Girassol,3392,1840.1,18.6,1806.7,6128.42
2011,Xanxerê,Girassol,5266,1803.1,24.7,1916.7,10093.5
2011,Xanxerê,Girassol,5044,1716.0,25.1,2016.0,10168.52
2011,Xanxerê,Girassol,4012,1955.7,18.4,1996.9,8011.38
2011,São Lourenço do Oeste,Soja,4112,2281.0,27.9,3330.9,13696.75
2011,São Lourenço do Oeste,Soja,2960,839.2,25.4,3055.9,9045.6
2011,São Lourenço do Oeste,Soja,3528,2325.8,22.7,3369.6,11887.94
2011,São Lourenço do Oeste,Soja,4865,2088.1,19.0,2936.4,14285.58
2011,São Lourenço do Oeste,Soja,156,1844.5,23.7,3327.0,519.01
2011,São Lourenço do Oeste,Soja,3239,999.4,17.0,2903.7,9404.97
2011,São Lourenço do Oeste,Milho,7875,1053.1,24.9,5335.0,42013.39
2011,São Lourenço do Oeste,Milho,7712,1291.4,21.3,5139.0,39631.59
2011,São Lourenço do Oeste,Milho,2444,1881.2,18.4,5426.0,13261.26
2011,São Lourenço do Oeste,Milho,4421,1482.6,24.5,4995.4,22084.67
2011,São Lourenço do Oeste,Milho,6809,2155.1,24.2,5614.0,38225.89
2011,São Lourenço do Oeste,Milho,2211,2477.6,21.6,5413.0,11968.08
2011,São Lourenço do Oeste,Trigo,7971,1861.1,20.9,3048.4,24298.82
2011,São Lourenço do Oeste,Trigo,2433,2298.8,24.0,2703.7,6578.21
2011,São Lourenço do Oeste,Trigo,1639,1480.2,22.6,2372.2,3888.11
